location,date,total_cases,total_deaths
Oceania,2020-12-28,48088,1058
Oceania,2020-12-29,48222,1058
Oceania,2020-12-30,48313,1059
Oceania,2020-12-31,48408,1059
Oceania,2021-01-01,48443,1059
Oceania,2021-01-02,48486,1059
Oceania,2021-01-03,48527,1059
Oceania,2021-01-04,48607,1066
Oceania,2021-01-05,48730,1066
Oceania,2021-01-06,48785,1066
Oceania,2021-01-07,48874,1066
Oceania,2021-01-08,48943,1067
Oceania,2021-01-09,48987,1067
Oceania,2021-01-10,49009,1067
Oceania,2021-01-11,49136,1069
Oceania,2021-01-12,49225,1069
Oceania,2021-01-13,49325,1069
Oceania,2021-01-14,49460,1071
Oceania,2021-01-15,49526,1071
Oceania,2021-01-16,49560,1071
Oceania,2021-01-17,49579,1071
Oceania,2021-01-18,49651,1072
Oceania,2021-01-19,49665,1072
Oceania,2021-01-20,49675,1072
Oceania,2021-01-21,49814,1073
Oceania,2021-01-22,49851,1073
Oceania,2021-01-23,49864,1073
Oceania,2021-01-24,49880,1073
Oceania,2021-01-25,49946,1074
Oceania,2021-01-26,50021,1076
Oceania,2021-01-27,50069,1076
Oceania,2021-01-28,50117,1076
Oceania,2021-01-29,50152,1076
Oceania,2021-01-30,50158,1076
Oceania,2021-01-31,50165,1076
Oceania,2021-02-01,50230,1077
Oceania,2021-02-02,50237,1077
Oceania,2021-02-03,50296,1078
Oceania,2021-02-04,50322,1078
Oceania,2021-02-05,50372,1078
Oceania,2021-02-06,50382,1078
Oceania,2021-02-07,50392,1078
Oceania,2021-02-08,50428,1080
Oceania,2021-02-09,50457,1080
Oceania,2021-02-10,50488,1080
Oceania,2021-02-11,50525,1080
Oceania,2021-02-12,50540,1080
Oceania,2021-02-13,50548,1080
Oceania,2021-02-14,50556,1080
Oceania,2021-02-15,50593,1081
Oceania,2021-02-16,50649,1083
Oceania,2021-02-17,50676,1083
Oceania,2021-02-18,50703,1083
Oceania,2021-02-19,50718,1084
Oceania,2021-02-20,50739,1084
Oceania,2021-02-21,50750,1084
Oceania,2021-02-22,50857,1085
Oceania,2021-02-23,50924,1085
Oceania,2021-02-24,50972,1087
Oceania,2021-02-25,51085,1088
Oceania,2021-02-26,51105,1088
Oceania,2021-02-27,51161,1088
Oceania,2021-02-28,51171,1088
Oceania,2021-03-01,51300,1090
Oceania,2021-03-02,51327,1091
Oceania,2021-03-03,51370,1091
Oceania,2021-03-04,51391,1091
Oceania,2021-03-05,51535,1093
Oceania,2021-03-06,51541,1093
Oceania,2021-03-07,51660,1093
Oceania,2021-03-08,51821,1094
Oceania,2021-03-09,51959,1094
Oceania,2021-03-10,52015,1094
Oceania,2021-03-11,52165,1099
Oceania,2021-03-12,52217,1099
Oceania,2021-03-13,52227,1099
Oceania,2021-03-14,52624,1099
Oceania,2021-03-15,52759,1104
Oceania,2021-03-16,52885,1104
Oceania,2021-03-17,52949,1104
Oceania,2021-03-18,53148,1109
Oceania,2021-03-19,53366,1114
Oceania,2021-03-20,53822,1114
Oceania,2021-03-21,53852,1115
Oceania,2021-03-22,54148,1115
Oceania,2021-03-23,54583,1116
Oceania,2021-03-24,54967,1119
Oceania,2021-03-25,54999,1120
Oceania,2021-03-26,55578,1120
Oceania,2021-03-27,55592,1121
Oceania,2021-03-28,56153,1127
Oceania,2021-03-29,56352,1131
Oceania,2021-03-30,56654,1138
Oceania,2021-03-31,57060,1142
Oceania,2021-04-01,57209,1142
Oceania,2021-04-02,57586,1142
Oceania,2021-04-03,57738,1142
Oceania,2021-04-04,58178,1143
Oceania,2021-04-05,58571,1149
Oceania,2021-04-06,58603,1149
Oceania,2021-04-07,58866,1150
Oceania,2021-04-08,59087,1150
Oceania,2021-04-09,59115,1151
Oceania,2021-04-10,59631,1151
Oceania,2021-04-11,59756,1151
Oceania,2021-04-12,59944,1153
Oceania,2021-04-13,60203,1153
Oceania,2021-04-14,60389,1155
Oceania,2021-04-15,60608,1166
Oceania,2021-04-16,60787,1166
Oceania,2021-04-17,60826,1166
Oceania,2021-04-18,61237,1173
Oceania,2021-04-19,61487,1175
Oceania,2021-04-20,61526,1175
Oceania,2021-04-21,61550,1176
Oceania,2021-04-22,61992,1184
Oceania,2021-04-23,62007,1184
Oceania,2021-04-24,62292,1187
Oceania,2021-04-25,62381,1187
Oceania,2021-04-26,62608,1190
Oceania,2021-04-27,62654,1190
Oceania,2021-04-28,62766,1192
Oceania,2021-04-29,62887,1192
Oceania,2021-04-30,62905,1194
Oceania,2021-05-01,63047,1202
Oceania,2021-05-02,63152,1202
Oceania,2021-05-03,63230,1202
Oceania,2021-05-04,63268,1208
Oceania,2021-05-05,63299,1208
Oceania,2021-05-06,63671,1209
Oceania,2021-05-07,63699,1209
Oceania,2021-05-08,63730,1209
Oceania,2021-05-09,63744,1209
Oceania,2021-05-10,64215,1209
Oceania,2021-05-11,64641,1218
Oceania,2021-05-12,65164,1218
Oceania,2021-05-13,65416,1222
Oceania,2021-05-14,65907,1225
Oceania,2021-05-15,65919,1225
Oceania,2021-05-16,65933,1225
Oceania,2021-05-17,65943,1225
Oceania,2021-05-18,66474,1225
Oceania,2021-05-19,66918,1230
Oceania,2021-05-20,67214,1243
Oceania,2021-05-21,67228,1243
Oceania,2021-05-22,67267,1243
Oceania,2021-05-23,67285,1243
Oceania,2021-05-24,67582,1245
Oceania,2021-05-25,67655,1245
Oceania,2021-05-26,67857,1249
Oceania,2021-05-27,67943,1252
Oceania,2021-05-28,68361,1252
Oceania,2021-05-29,68377,1252
Oceania,2021-05-30,68504,1252
Oceania,2021-05-31,68626,1252
Oceania,2021-06-01,68669,1252
Oceania,2021-06-02,68732,1252
Oceania,2021-06-03,69045,1252
Oceania,2021-06-04,69101,1252
Oceania,2021-06-05,69223,1254
Oceania,2021-06-06,69393,1254
Oceania,2021-06-07,69538,1254
Oceania,2021-06-08,69668,1254
Oceania,2021-06-09,69913,1254
Oceania,2021-06-10,70009,1254
Oceania,2021-06-11,70074,1254
Oceania,2021-06-12,70178,1254
Oceania,2021-06-13,70318,1255
Oceania,2021-06-14,70426,1255
Oceania,2021-06-15,70565,1256
Oceania,2021-06-16,70817,1256
Oceania,2021-06-17,70929,1259
Oceania,2021-06-18,71063,1259
Oceania,2021-06-19,71360,1265
Oceania,2021-06-20,71553,1266
Oceania,2021-06-21,71779,1266
Oceania,2021-06-22,71985,1268
Oceania,2021-06-23,72364,1272
Oceania,2021-06-24,72686,1272
Oceania,2021-06-25,72940,1273
Oceania,2021-06-26,73267,1274
Oceania,2021-06-27,73567,1274
Oceania,2021-06-28,73852,1276
Oceania,2021-06-29,74207,1280
Oceania,2021-06-30,74526,1280
Oceania,2021-07-01,74998,1283
Oceania,2021-07-02,75456,1284
Oceania,2021-07-03,75870,1286
Oceania,2021-07-04,76450,1289
Oceania,2021-07-05,76835,1293
Oceania,2021-07-06,77509,1300
Oceania,2021-07-07,78539,1307
Oceania,2021-07-08,79313,1313
Oceania,2021-07-09,80237,1316
Oceania,2021-07-10,80830,1318
Oceania,2021-07-11,81485,1323
Oceania,2021-07-12,82486,1327
Oceania,2021-07-13,83251,1328
Oceania,2021-07-14,83339,1328
Oceania,2021-07-15,85331,1343
Oceania,2021-07-16,86908,1350
Oceania,2021-07-17,88227,1356
Oceania,2021-07-18,89390,1369
Oceania,2021-07-19,90452,1393
Oceania,2021-07-20,91742,1409
Oceania,2021-07-21,93043,1431
Oceania,2021-07-22,94233,1448
Oceania,2021-07-23,94872,1459
Oceania,2021-07-24,95835,1466
Oceania,2021-07-25,96626,1475
Oceania,2021-07-26,98202,1489
Oceania,2021-07-27,99247,1500
Oceania,2021-07-28,100717,1514
Oceania,2021-07-29,102446,1524
Oceania,2021-07-30,103831,1531
Oceania,2021-07-31,105425,1537
Oceania,2021-08-01,106290,1541
Oceania,2021-08-02,108103,1558
Oceania,2021-08-03,109957,1568
Oceania,2021-08-04,111904,1584
Oceania,2021-08-05,113668,1597
Oceania,2021-08-06,115427,1612
Oceania,2021-08-07,116392,1617
Oceania,2021-08-08,117355,1621
Oceania,2021-08-09,119793,1652
Oceania,2021-08-10,121501,1674
Oceania,2021-08-11,123398,1694
Oceania,2021-08-12,125356,1704
Oceania,2021-08-13,127787,1727
Oceania,2021-08-14,128545,1740
Oceania,2021-08-15,129070,1748
Oceania,2021-08-16,132586,1798
Oceania,2021-08-17,136027,1825
Oceania,2021-08-18,139069,1846
Oceania,2021-08-19,142005,1868
Oceania,2021-08-20,144034,1893
Oceania,2021-08-21,145164,1897
Oceania,2021-08-22,146400,1905
Oceania,2021-08-23,150618,1965
Oceania,2021-08-24,153016,1993
Oceania,2021-08-25,154454,2027
Oceania,2021-08-26,155923,2055
Oceania,2021-08-27,157330,2083
Oceania,2021-08-28,158994,2089
Oceania,2021-08-29,160800,2093
Oceania,2021-08-30,162241,2144
Oceania,2021-08-31,164021,2170
Oceania,2021-09-01,165942,2195
Oceania,2021-09-02,167924,2226
Oceania,2021-09-03,169937,2251
Oceania,2021-09-04,171827,2256
Oceania,2021-09-05,173543,2259
Oceania,2021-09-06,175158,2312
Oceania,2021-09-07,177123,2334
Oceania,2021-09-08,179115,2356
Oceania,2021-09-09,181560,2376
Oceania,2021-09-10,183853,2399
Oceania,2021-09-11,185825,2409
Oceania,2021-09-12,188009,2416
Oceania,2021-09-13,190018,2447
Oceania,2021-09-14,192328,2479
Oceania,2021-09-15,194351,2494
Oceania,2021-09-16,197475,2516
Oceania,2021-09-17,199870,2560
Oceania,2021-09-18,202183,2576
Oceania,2021-09-19,203914,2587
Oceania,2021-09-20,206007,2615
Oceania,2021-09-21,208584,2634
Oceania,2021-09-22,211164,2682
Oceania,2021-09-23,214192,2713
Oceania,2021-09-24,216264,2737
Oceania,2021-09-25,218352,2764
Oceania,2021-09-26,220360,2791
Oceania,2021-09-27,222496,2819
Oceania,2021-09-28,224876,2880
Oceania,2021-09-29,228100,2913
Oceania,2021-09-30,230816,2939
Oceania,2021-10-01,233711,2973
Oceania,2021-10-02,236184,3000
Oceania,2021-10-03,238326,3021
Oceania,2021-10-04,241278,3040
Oceania,2021-10-05,244092,3075
Oceania,2021-10-06,251821,3110
Oceania,2021-10-07,254910,3144
Oceania,2021-10-08,258347,3172
Oceania,2021-10-09,260944,3188
Oceania,2021-10-10,263770,3208
Oceania,2021-10-11,265719,3225
Oceania,2021-10-12,268373,3257
Oceania,2021-10-13,271814,3313
Oceania,2021-10-14,275009,3330
Oceania,2021-10-15,277509,3344
Oceania,2021-10-16,279806,3366
Oceania,2021-10-17,281973,3382
Oceania,2021-10-18,285163,3443
Oceania,2021-10-19,287912,3466
Oceania,2021-10-20,291084,3481
Oceania,2021-10-21,294309,3517
Oceania,2021-10-22,297034,3547
Oceania,2021-10-23,299358,3562
Oceania,2021-10-24,302077,3584
Oceania,2021-10-25,304317,3593
Oceania,2021-10-26,306692,3609
Oceania,2021-10-27,309238,3639
Oceania,2021-10-28,311704,3662
Oceania,2021-10-29,313863,3699
Oceania,2021-10-30,315230,3712
Oceania,2021-10-31,317489,3724
Oceania,2021-11-01,318907,3738
Oceania,2021-11-02,320416,3766
Oceania,2021-11-03,323174,3786
Oceania,2021-11-04,324973,3801
Oceania,2021-11-05,327111,3827
Oceania,2021-11-06,328671,3837
Oceania,2021-11-07,330331,3852
Oceania,2021-11-08,332157,3868
Oceania,2021-11-09,333661,3893
Oceania,2021-11-10,335908,3904
Oceania,2021-11-11,337660,3916
Oceania,2021-11-12,339605,3935
Oceania,2021-11-13,341163,3940
Oceania,2021-11-14,342465,3953
Oceania,2021-11-15,343812,3979
Oceania,2021-11-16,345412,3989
Oceania,2021-11-17,347215,4004
Oceania,2021-11-18,348950,4018
Oceania,2021-11-19,351224,4073
Oceania,2021-11-20,352861,4080
Oceania,2021-11-21,354700,4089
Oceania,2021-11-22,356002,4152
Oceania,2021-11-23,357860,4157
Oceania,2021-11-24,359713,4176
Oceania,2021-11-25,361697,4184
Oceania,2021-11-26,363439,4190
Oceania,2021-11-27,364852,4195
Oceania,2021-11-28,366320,4201
Oceania,2021-11-29,367658,4211
Oceania,2021-11-30,369331,4217
Oceania,2021-12-01,372135,4228
Oceania,2021-12-02,373899,4244
Oceania,2021-12-03,375762,4255
Oceania,2021-12-04,377119,4263
Oceania,2021-12-05,378688,4270
Oceania,2021-12-06,380293,4279
Oceania,2021-12-07,382242,4309
Oceania,2021-12-08,384064,4320
Oceania,2021-12-09,385940,4322
Oceania,2021-12-10,387889,4340
Oceania,2021-12-11,389535,4344
Oceania,2021-12-12,391572,4360
Oceania,2021-12-13,393685,4367
Oceania,2021-12-14,396606,4372
Oceania,2021-12-15,400140,4382
Oceania,2021-12-16,404060,4391
Oceania,2021-12-17,408207,4401
Oceania,2021-12-18,412128,4405
Oceania,2021-12-19,416229,4405
Oceania,2021-12-20,420842,4413
Oceania,2021-12-21,426458,4421
Oceania,2021-12-22,435003,4432
Oceania,2021-12-23,443343,4441
Oceania,2021-12-24,453358,4447
Oceania,2021-12-25,462953,4450
Oceania,2021-12-26,472881,4456
Oceania,2021-12-27,484963,4463
Oceania,2021-12-28,502697,4473
Oceania,2021-12-29,524564,4488
Oceania,2021-12-30,558457,4503
Oceania,2021-12-31,588820,4517
Oceania,2022-01-01,627233,4523
Oceania,2022-01-02,656925,4532
Oceania,2022-01-03,702621,4538
Oceania,2022-01-04,774385,4558
Oceania,2022-01-05,850561,4572
Oceania,2022-01-06,929056,4592
Oceania,2022-01-07,1027223,4608
Oceania,2022-01-08,1140886,4642
Oceania,2022-01-09,1213811,4663
Oceania,2022-01-10,1308325,4696
Oceania,2022-01-11,1393125,4751
Oceania,2022-01-12,1569213,4815
Oceania,2022-01-13,1697597,4865
Oceania,2022-01-14,1784263,4915
Oceania,2022-01-15,1898125,4976
Oceania,2022-01-16,1958098,4995
Oceania,2022-01-17,2043345,5093
Oceania,2022-01-18,2128565,5163
Oceania,2022-01-19,2197384,5216
Oceania,2022-01-20,2261818,5304
Oceania,2022-01-21,2306022,5385
Oceania,2022-01-22,2373663,5463
Oceania,2022-01-23,2406091,5490
Oceania,2022-01-24,2466338,5584
Oceania,2022-01-25,2520592,5656
Oceania,2022-01-26,2572899,5759
Oceania,2022-01-27,2640481,5849
Oceania,2022-01-28,2708330,6011
Oceania,2022-01-29,2755805,6097
Oceania,2022-01-30,2792826,6140
Oceania,2022-01-31,2769259,6222
Oceania,2022-02-01,2812170,6296
Oceania,2022-02-02,2839647,6389
Oceania,2022-02-03,2874660,6481
Oceania,2022-02-04,2904043,6564
Oceania,2022-02-05,2928181,6614
Oceania,2022-02-06,2953860,6662
Oceania,2022-02-07,2985718,6730
Oceania,2022-02-08,3021229,6801
Oceania,2022-02-09,3037172,6857
Oceania,2022-02-10,3070828,6937
Oceania,2022-02-11,3097372,7011
Oceania,2022-02-12,3123387,7061
Oceania,2022-02-13,3137824,7077
Oceania,2022-02-14,3176358,7144
Oceania,2022-02-15,3204104,7215
Oceania,2022-02-16,3206541,7313
Oceania,2022-02-17,3233672,7357
Oceania,2022-02-18,3262394,7403
Oceania,2022-02-19,3282242,7440
Oceania,2022-02-20,3303136,7473
Oceania,2022-02-21,3335058,7516
South America,2020-02-22,NA,NA
South America,2020-02-23,2,NA
South America,2020-02-24,2,NA
South America,2020-02-25,2,NA
South America,2020-02-26,3,NA
South America,2020-02-27,3,NA
South America,2020-02-28,3,NA
South America,2020-02-29,4,NA
South America,2020-03-01,17,NA
South America,2020-03-02,17,NA
South America,2020-03-03,20,NA
South America,2020-03-04,25,NA
South America,2020-03-05,31,NA
South America,2020-03-06,43,1
South America,2020-03-07,49,1
South America,2020-03-08,74,3
South America,2020-03-09,81,3
South America,2020-03-10,107,3
South America,2020-03-11,136,3
South America,2020-03-12,156,5
South America,2020-03-13,310,6
South America,2020-03-14,388,8
South America,2020-03-15,454,10
South America,2020-03-16,689,10
South America,2020-03-17,980,15
South America,2020-03-18,1220,23
South America,2020-03-19,1693,33
South America,2020-03-20,2337,47
South America,2020-03-21,3048,58
South America,2020-03-22,4180,82
South America,2020-03-23,4997,103
South America,2020-03-24,5838,133
South America,2020-03-25,6655,163
South America,2020-03-26,7775,197
South America,2020-03-27,8951,228
South America,2020-03-28,10282,282
South America,2020-03-29,11313,333
South America,2020-03-30,12297,387
South America,2020-03-31,14496,484
South America,2020-04-01,16877,572
South America,2020-04-02,19184,724
South America,2020-04-03,21194,827
South America,2020-04-04,23615,1007
South America,2020-04-05,25529,1129
South America,2020-04-06,27532,1280
South America,2020-04-07,30400,1488
South America,2020-04-08,35480,1740
South America,2020-04-09,39586,2036
South America,2020-04-10,44957,2279
South America,2020-04-11,48027,2497
South America,2020-04-12,50915,2734
South America,2020-04-13,54988,2984
South America,2020-04-14,58044,3343
South America,2020-04-15,63250,3721
South America,2020-04-16,67613,4086
South America,2020-04-17,72883,4508
South America,2020-04-18,78604,4923
South America,2020-04-19,82935,5233
South America,2020-04-20,87138,5616
South America,2020-04-21,91920,6023
South America,2020-04-22,97268,6455
South America,2020-04-23,104692,7185
South America,2020-04-24,122079,7848
South America,2020-04-25,132942,8517
South America,2020-04-26,139823,9068
South America,2020-04-27,146767,9803
South America,2020-04-28,157146,10841
South America,2020-04-29,167768,11656
South America,2020-04-30,180248,12541
South America,2020-05-01,191872,13542
South America,2020-05-02,203219,14647
South America,2020-05-03,215291,15588
South America,2020-05-04,227379,16395
South America,2020-05-05,240332,17429
South America,2020-05-06,256796,18624
South America,2020-05-07,270507,19777
South America,2020-05-08,285999,21154
South America,2020-05-09,302973,22325
South America,2020-05-10,315034,23756
South America,2020-05-11,325688,24864
South America,2020-05-12,341214,26407
South America,2020-05-13,361274,27711
South America,2020-05-14,382485,29063
South America,2020-05-15,408145,30891
South America,2020-05-16,433556,32245
South America,2020-05-17,448835,33307
South America,2020-05-18,469750,34699
South America,2020-05-19,496376,36562
South America,2020-05-20,530144,38287
South America,2020-05-21,559071,40047
South America,2020-05-22,590584,41825
South America,2020-05-23,624084,43519
South America,2020-05-24,649169,44816
South America,2020-05-25,673324,46303
South America,2020-05-26,701535,48039
South America,2020-05-27,735458,49800
South America,2020-05-28,777456,51701
South America,2020-05-29,817097,53651
South America,2020-05-30,873341,55126
South America,2020-05-31,902985,56340
South America,2020-06-01,931574,57789
South America,2020-06-02,979111,60056
South America,2020-06-03,1014768,61999
South America,2020-06-04,1059135,64221
South America,2020-06-05,1103161,66146
South America,2020-06-06,1149653,67804
South America,2020-06-07,1181591,69079
South America,2020-06-08,1209791,71247
South America,2020-06-09,1253389,73221
South America,2020-06-10,1302082,75380
South America,2020-06-11,1346305,77542
South America,2020-06-12,1382589,79419
South America,2020-06-13,1422913,81218
South America,2020-06-14,1460234,82840
South America,2020-06-15,1497879,84374
South America,2020-06-16,1548827,86525
South America,2020-06-17,1590527,88708
South America,2020-06-18,1630700,90996
South America,2020-06-19,1703449,93155
South America,2020-06-20,1781007,95074
South America,2020-06-21,1776975,96837
South America,2020-06-22,1818244,98130
South America,2020-06-23,1871671,100283
South America,2020-06-24,1927862,102321
South America,2020-06-25,1986773,104497
South America,2020-06-26,2048450,106447
South America,2020-06-27,2102602,108489
South America,2020-06-28,2150407,110094
South America,2020-06-29,2185856,111698
South America,2020-06-30,2239064,113789
South America,2020-07-01,2301765,115805
South America,2020-07-02,2361820,118109
South America,2020-07-03,2421057,120301
South America,2020-07-04,2470740,122418
South America,2020-07-05,2511557,123829
South America,2020-07-06,2549753,125472
South America,2020-07-07,2611946,127700
South America,2020-07-08,2672487,129821
South America,2020-07-09,2733704,132022
South America,2020-07-10,2797263,134310
South America,2020-07-11,2850636,136296
South America,2020-07-12,2890462,137885
South America,2020-07-13,2928669,139639
South America,2020-07-14,2989599,141910
South America,2020-07-15,3047549,144246
South America,2020-07-16,3112864,146638
South America,2020-07-17,3171158,149815
South America,2020-07-18,3218574,152295
South America,2020-07-19,3261591,154186
South America,2020-07-20,3303827,155483
South America,2020-07-21,3372749,157738
South America,2020-07-22,3461721,160095
South America,2020-07-23,3542675,162684
South America,2020-07-24,3622612,165039
South America,2020-07-25,3688177,167310
South America,2020-07-26,3727963,168960
South America,2020-07-27,3787799,170804
South America,2020-07-28,3868214,173314
South America,2020-07-29,3948447,175787
South America,2020-07-30,4028733,178308
South America,2020-07-31,4109816,180788
South America,2020-08-01,4173300,182844
South America,2020-08-02,4240066,184583
South America,2020-08-03,4284386,186506
South America,2020-08-04,4366218,189170
South America,2020-08-05,4453606,191790
South America,2020-08-06,4541170,194298
South America,2020-08-07,4622202,196639
South America,2020-08-08,4690477,198675
South America,2020-08-09,4747682,200417
South America,2020-08-10,4802105,202415
South America,2020-08-11,4884720,204934
South America,2020-08-12,4966017,207204
South America,2020-08-13,5060660,209929
South America,2020-08-14,5151865,212252
South America,2020-08-15,5212999,214236
South America,2020-08-16,5268374,215899
South America,2020-08-17,5319912,217786
South America,2020-08-18,5399925,220365
South America,2020-08-19,5482676,222889
South America,2020-08-20,5559912,225268
South America,2020-08-21,5623228,227604
South America,2020-08-22,5701741,229663
South America,2020-08-23,5750470,231297
South America,2020-08-24,5807005,233390
South America,2020-08-25,5883175,235772
South America,2020-08-26,5964462,238108
South America,2020-08-27,6037491,240270
South America,2020-08-28,6116148,242301
South America,2020-08-29,6185564,244258
South America,2020-08-30,6229773,245619
South America,2020-08-31,6308253,247290
South America,2020-09-01,6381361,249665
South America,2020-09-02,6458548,251930
South America,2020-09-03,6531064,253928
South America,2020-09-04,6608219,255858
South America,2020-09-05,6673143,257399
South America,2020-09-06,6714108,258675
South America,2020-09-07,6741135,265419
South America,2020-09-08,6786052,266900
South America,2020-09-09,6853430,269029
South America,2020-09-10,6925809,270992
South America,2020-09-11,6999723,272861
South America,2020-09-12,7061324,274402
South America,2020-09-13,7104426,275537
South America,2020-09-14,7151898,276946
South America,2020-09-15,7214140,278808
South America,2020-09-16,7280851,280612
South America,2020-09-17,7348724,282450
South America,2020-09-18,7418818,283878
South America,2020-09-19,7477411,285492
South America,2020-09-20,7518360,286648
South America,2020-09-21,7559649,288053
South America,2020-09-22,7617838,289686
South America,2020-09-23,7683596,291767
South America,2020-09-24,7747262,293400
South America,2020-09-25,7817946,295380
South America,2020-09-26,7867045,297009
South America,2020-09-27,7906820,298091
South America,2020-09-28,7949718,299290
South America,2020-09-29,8009738,301063
South America,2020-09-30,8070872,302926
South America,2020-10-01,8135090,307624
South America,2020-10-02,8197308,309156
South America,2020-10-03,8246019,310472
South America,2020-10-04,8273680,311539
South America,2020-10-05,8328131,312843
South America,2020-10-06,8388159,314463
South America,2020-10-07,8450740,316054
South America,2020-10-08,8509183,317998
South America,2020-10-09,8567605,319795
South America,2020-10-10,8624268,321135
South America,2020-10-11,8662214,322111
South America,2020-10-12,8693172,323041
South America,2020-10-13,8731754,324192
South America,2020-10-14,8784162,325688
South America,2020-10-15,8848138,327330
South America,2020-10-16,8906167,328843
South America,2020-10-17,8954034,330100
South America,2020-10-18,8990781,330880
South America,2020-10-19,9032368,331999
South America,2020-10-20,9086674,333440
South America,2020-10-21,9145756,334885
South America,2020-10-22,9204970,336299
South America,2020-10-23,9264196,337641
South America,2020-10-24,9317605,338718
South America,2020-10-25,9357552,339595
South America,2020-10-26,9400250,340711
South America,2020-10-27,9457565,342076
South America,2020-10-28,9514690,343290
South America,2020-10-29,9572608,344636
South America,2020-10-30,9626490,345954
South America,2020-10-31,9666956,346879
South America,2020-11-01,9698835,347595
South America,2020-11-02,9729148,348587
South America,2020-11-03,9764601,349654
South America,2020-11-04,9819976,351058
South America,2020-11-05,9870875,352343
South America,2020-11-06,9916506,353380
South America,2020-11-07,9957389,354242
South America,2020-11-08,9987160,355009
South America,2020-11-09,10018843,355908
South America,2020-11-10,10087218,356703
South America,2020-11-11,10139239,358039
South America,2020-11-12,10199295,359609
South America,2020-11-13,10264919,360817
South America,2020-11-14,10315041,362177
South America,2020-11-15,10347313,362835
South America,2020-11-16,10382408,363727
South America,2020-11-17,10438415,365088
South America,2020-11-18,10495426,366433
South America,2020-11-19,10552825,367668
South America,2020-11-20,10616457,368783
South America,2020-11-21,10669092,369614
South America,2020-11-22,10702641,370293
South America,2020-11-23,10736002,371129
South America,2020-11-24,10789032,372460
South America,2020-11-25,10856036,373706
South America,2020-11-26,10919260,375044
South America,2020-11-27,10979078,376283
South America,2020-11-28,11054124,377285
South America,2020-11-29,11095518,378049
South America,2020-11-30,11136379,379039
South America,2020-12-01,11209146,380288
South America,2020-12-02,11278550,381576
South America,2020-12-03,11353516,382942
South America,2020-12-04,11421537,384219
South America,2020-12-05,11484342,385378
South America,2020-12-06,11528459,386211
South America,2020-12-07,11569506,387110
South America,2020-12-08,11631994,388360
South America,2020-12-09,11705584,389717
South America,2020-12-10,11781240,391116
South America,2020-12-11,11854114,392279
South America,2020-12-12,11916240,393433
South America,2020-12-13,11955233,394202
South America,2020-12-14,12003953,395316
South America,2020-12-15,12074231,396763
South America,2020-12-16,12163787,398236
South America,2020-12-17,12260354,399896
South America,2020-12-18,12339288,401296
South America,2020-12-19,12413008,402503
South America,2020-12-20,12463469,403391
South America,2020-12-21,12514078,404535
South America,2020-12-22,12596181,406185
South America,2020-12-23,12671646,407649
South America,2020-12-24,12752028,408945
South America,2020-12-25,12807037,409971
South America,2020-12-26,12844861,410811
South America,2020-12-27,12880564,411740
South America,2020-12-28,12931605,412866
South America,2020-12-29,13017442,414566
South America,2020-12-30,13105370,416422
South America,2020-12-31,13199247,418164
South America,2021-01-01,13245149,419244
South America,2021-01-02,13283972,420119
South America,2021-01-03,13323523,421011
South America,2021-01-04,13374062,422210
South America,2021-01-05,13469843,424104
South America,2021-01-06,13572696,426147
South America,2021-01-07,13701168,428493
South America,2021-01-08,13805833,430425
South America,2021-01-09,13893622,432287
South America,2021-01-10,13954444,433518
South America,2021-01-11,14025659,434913
South America,2021-01-12,14128483,436913
South America,2021-01-13,14229267,439020
South America,2021-01-14,14339343,441169
South America,2021-01-15,14468263,443231
South America,2021-01-16,14568979,445198
South America,2021-01-17,14637931,446700
South America,2021-01-18,14697072,448444
South America,2021-01-19,14796114,450789
South America,2021-01-20,14913901,453295
South America,2021-01-21,15010989,455847
South America,2021-01-22,15113611,458192
South America,2021-01-23,15205301,460529
South America,2021-01-24,15272803,462297
South America,2021-01-25,15330895,464217
South America,2021-01-26,15438287,466919
South America,2021-01-27,15537451,469486
South America,2021-01-28,15637914,472066
South America,2021-01-29,15733139,474666
South America,2021-01-30,15826866,476911
South America,2021-01-31,15881667,478779
South America,2021-02-01,15933181,480636
South America,2021-02-02,16021007,483142
South America,2021-02-03,16118958,485642
South America,2021-02-04,16203026,487984
South America,2021-02-05,16286537,490800
South America,2021-02-06,16364768,492785
South America,2021-02-07,16421611,494382
South America,2021-02-08,16466312,496469
South America,2021-02-09,16548327,499192
South America,2021-02-10,16630131,501561
South America,2021-02-11,16713159,504411
South America,2021-02-12,16792186,506899
South America,2021-02-13,16865360,509271
South America,2021-02-14,16927563,511051
South America,2021-02-15,16969437,512800
South America,2021-02-16,17048081,514970
South America,2021-02-17,17117886,517338
South America,2021-02-18,17200172,520199
South America,2021-02-19,17282778,522908
South America,2021-02-20,17363017,524941
South America,2021-02-21,17422090,526828
South America,2021-02-22,17469402,528476
South America,2021-02-23,17554434,530943
South America,2021-02-24,17648080,533478
South America,2021-02-25,17746112,536239
South America,2021-02-26,17843530,538857
South America,2021-02-27,17927394,541185
South America,2021-02-28,17974951,542944
South America,2021-03-01,18037632,545000
South America,2021-03-02,18122791,547387
South America,2021-03-03,18215942,550447
South America,2021-03-04,18318376,553490
South America,2021-03-05,18417542,556527
South America,2021-03-06,18511791,558816
South America,2021-03-07,18616058,560976
South America,2021-03-08,18674570,562989
South America,2021-03-09,18773978,566215
South America,2021-03-10,18876250,569298
